T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,DROP,Type,Architecture,Precision,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,model_name_for_query
🔶,"<a target=""_blank"" href=""https://huggingface.co/Aspik101/vicuna-7b-v1.3-instruct-pl-lora_unload"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Aspik101/vicuna-7b-v1.3-instruct-pl-lora_unload</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Aspik101__vicuna-7b-v1.3-instruct-pl-lora_unload"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.57,48.04,76.28,47.42,44.4,70.09,6.22,5.57,fine-tuned,LlamaForCausalLM,torch.float16,other,6.61,0.0,True,e4b19d9d6168b32402da4ab2b5ec7ff27cf40d9b,Aspik101/vicuna-7b-v1.3-instruct-pl-lora_unload
🔶,"<a target=""_blank"" href=""https://huggingface.co/speechlessai/speechless-codellama-airoboros-orca-platypus-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">speechlessai/speechless-codellama-airoboros-orca-platypus-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_speechlessai__speechless-codellama-airoboros-orca-platypus-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.55,44.88,67.7,43.16,40.88,66.14,1.82,33.26,fine-tuned,LlamaForCausalLM,torch.bfloat16,llama2,12.85,0.0,True,f01d3ab70cc23e31dcf5d6418406b08dc2003153,speechlessai/speechless-codellama-airoboros-orca-platypus-13b
🔶,"<a target=""_blank"" href=""https://huggingface.co/Charlie911/vicuna-7b-v1.5-lora-mctaco-modified4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Charlie911/vicuna-7b-v1.5-lora-mctaco-modified4</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Charlie911__vicuna-7b-v1.5-lora-mctaco-modified4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.54,40.7,73.08,47.26,41.59,67.88,0.08,27.17,fine-tuned,LlamaForCausalLM,torch.float16,?,6.61,0.0,True,715b03c8573df06f3825d1c08b307e2a83fa8bf9,Charlie911/vicuna-7b-v1.5-lora-mctaco-modified4
🔶,"<a target=""_blank"" href=""https://huggingface.co/elyza/ELYZA-japanese-Llama-2-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">elyza/ELYZA-japanese-Llama-2-7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.53,52.22,76.42,44.6,37.92,72.69,8.34,5.53,fine-tuned,LlamaForCausalLM,torch.float16,llama2,6.61,32.0,True,976887c5891284db204320860bb84b71d598063e,elyza/ELYZA-japanese-Llama-2-7b
🔶,"<a target=""_blank"" href=""https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheTravellingEngineer/llama2-7b-chat-hf-v3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheTravellingEngineer__llama2-7b-chat-hf-v3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.51,51.96,76.7,45.36,38.31,73.56,5.99,5.7,fine-tuned,LlamaForCausalLM,torch.bfloat16,?,6.74,0.0,True,a5269bc93a7f98e192e34553cec1302877ca4327,TheTravellingEngineer/llama2-7b-chat-hf-v3
🔶,"<a target=""_blank"" href=""https://huggingface.co/PocketDoc/Dans-CreepingSenseOfDoom"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">PocketDoc/Dans-CreepingSenseOfDoom</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_PocketDoc__Dans-CreepingSenseOfDoom"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.48,53.33,78.9,48.09,37.84,73.32,0.0,5.9,fine-tuned,LlamaForCausalLM,torch.float16,?,12.85,3.0,True,efc7cbc5d0461c137e8ea0c83e54bc5357188783,PocketDoc/Dans-CreepingSenseOfDoom
🔶,"<a target=""_blank"" href=""https://huggingface.co/shibing624/chinese-alpaca-plus-7b-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">shibing624/chinese-alpaca-plus-7b-hf</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_shibing624__chinese-alpaca-plus-7b-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.46,49.23,70.48,38.39,39.72,70.09,0.68,28.61,fine-tuned,LlamaForCausalLM,torch.float16,other,6.68,46.0,True,0deb5a13732f1e3e3240ea83f403c57283fe2dc8,shibing624/chinese-alpaca-plus-7b-hf
🔶,"<a target=""_blank"" href=""https://huggingface.co/Linly-AI/Chinese-LLaMA-2-7B-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Linly-AI/Chinese-LLaMA-2-7B-hf</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Linly-AI__Chinese-LLaMA-2-7B-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.44,48.04,73.25,35.04,39.92,70.17,6.22,24.46,fine-tuned,LlamaForCausalLM,torch.float16,?,6.64,15.0,True,a2d55220b3d0693825fe69e1174653dc6cc4a920,Linly-AI/Chinese-LLaMA-2-7B-hf
🔶,"<a target=""_blank"" href=""https://huggingface.co/FelixChao/vicuna-7B-chemical"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">FelixChao/vicuna-7B-chemical</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_FelixChao__vicuna-7B-chemical"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.4,49.83,74.42,44.1,51.7,67.17,3.34,6.26,fine-tuned,LlamaForCausalLM,torch.bfloat16,apache-2.0,6.61,0.0,True,fbf6476ebfa856ffe743e41f8d4413c15b2127c9,FelixChao/vicuna-7B-chemical
⭕,"<a target=""_blank"" href=""https://huggingface.co/starmpcc/Asclepius-Llama2-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">starmpcc/Asclepius-Llama2-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_starmpcc__Asclepius-Llama2-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.38,50.85,76.53,43.61,43.31,68.27,0.3,13.8,instruction-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-4.0,7.0,1.0,True,2f15bd8250d7825307e59cc2c785074ebbec3395,starmpcc/Asclepius-Llama2-7B
🔶,"<a target=""_blank"" href=""https://huggingface.co/jphme/orca_mini_v2_ger_7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jphme/orca_mini_v2_ger_7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jphme__orca_mini_v2_ger_7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.33,49.83,75.5,39.1,45.74,71.59,4.17,10.42,fine-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-sa-4.0,6.61,8.0,True,175965f50907c6a8cd40f1a4b10d28342969c066,jphme/orca_mini_v2_ger_7b
🟢,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/Llama-2-7B-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/Llama-2-7B-GPTQ</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__Llama-2-7B-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.33,52.05,77.59,43.99,39.32,72.93,5.0,5.45,pretrained,LlamaForCausalLM,GPTQ,llama2,9.05,58.0,True,ecd7ab9f6adc36ecbe0d751eeea0d90ae1863c3b,TheBloke/Llama-2-7B-GPTQ
🔶,"<a target=""_blank"" href=""https://huggingface.co/LLMs/AlpacaGPT4-7B-elina"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">LLMs/AlpacaGPT4-7B-elina</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_LLMs__AlpacaGPT4-7B-elina"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.3,55.03,78.79,37.5,41.53,72.69,4.55,6.02,fine-tuned,LlamaForCausalLM,torch.float16,?,6.61,5.0,True,bbece5e3f8ee9be09c8defc536a95c6ef780c681,LLMs/AlpacaGPT4-7B-elina
?,"<a target=""_blank"" href=""https://huggingface.co/AlpinDale/pygmalion-instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">AlpinDale/pygmalion-instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_AlpinDale__pygmalion-instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.3,52.56,77.65,35.94,42.13,72.06,9.86,5.89,,LlamaForCausalLM,torch.float16,mit,6.74,5.0,True,1665b271316dfee05b2a8daf8b9d6c22ed0aef60,AlpinDale/pygmalion-instruct
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-7b-gpt4-1.3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-7b-gpt4-1.3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.3,52.47,77.98,41.97,35.73,72.3,0.99,14.64,fine-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-4.0,6.61,0.0,True,7b5f77827636bbf3174c48ca16e774c89d71d7bd,jondurbin/airoboros-7b-gpt4-1.3
🔶,"<a target=""_blank"" href=""https://huggingface.co/Juniplayground/Mist_LLaMA-2-7B-1024_V3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Juniplayground/Mist_LLaMA-2-7B-1024_V3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Juniplayground__Mist_LLaMA-2-7B-1024_V3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.2,51.37,77.74,41.34,41.21,73.32,4.85,5.57,fine-tuned,LlamaForCausalLM,torch.float16,?,6.61,0.0,True,05ec8f4a568777e1e543acdf8a587e080fb18fba,Juniplayground/Mist_LLaMA-2-7B-1024_V3
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-gpt-3.5-turbo-100k-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-gpt-3.5-turbo-100k-7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-gpt-3.5-turbo-100k-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.13,53.07,76.16,33.63,45.07,70.8,3.56,12.63,fine-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-4.0,6.61,11.0,True,53887996c0f17f7711d182537505a895fb404542,jondurbin/airoboros-gpt-3.5-turbo-100k-7b
⭕,"<a target=""_blank"" href=""https://huggingface.co/LLMs/Stable-Vicuna-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">LLMs/Stable-Vicuna-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_LLMs__Stable-Vicuna-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.09,53.41,78.57,50.37,48.36,56.99,0.0,6.94,instruction-tuned,LlamaForCausalLM,torch.float16,gpl-3.0,12.85,5.0,True,51f3d9eaa71de287c96195abd0ff954839857b19,LLMs/Stable-Vicuna-13B
⭕,"<a target=""_blank"" href=""https://huggingface.co/openthaigpt/openthaigpt-1.0.0-alpha-7b-chat-ckpt-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">openthaigpt/openthaigpt-1.0.0-alpha-7b-chat-ckpt-hf</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_openthaigpt__openthaigpt-1.0.0-alpha-7b-chat-ckpt-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",42.05,50.85,74.89,40.02,47.23,69.06,3.87,8.42,instruction-tuned,LlamaForCausalLM,torch.float16,apache-2.0,6.61,1.0,True,cdffb3488c5cb1a9aa5039a6b3bc72af24827db0,openthaigpt/openthaigpt-1.0.0-alpha-7b-chat-ckpt-hf
?,"<a target=""_blank"" href=""https://huggingface.co/TigerResearch/tigerbot-7b-base"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TigerResearch/tigerbot-7b-base</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TigerResearch__tigerbot-7b-base"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",41.99,47.7,72.08,45.11,42.27,69.61,10.84,6.3,,LlamaForCausalLM,torch.float16,apache-2.0,6.73,0.0,True,300831494aa1eb16e59799310a09531f60dcc904,TigerResearch/tigerbot-7b-base
🔶,"<a target=""_blank"" href=""https://huggingface.co/titan087/OpenLlama13B-Guanaco"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">titan087/OpenLlama13B-Guanaco</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_titan087__OpenLlama13B-Guanaco"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",41.98,51.19,75.24,43.76,38.4,71.74,7.58,5.96,fine-tuned,LlamaForCausalLM,torch.float16,?,12.85,1.0,True,42ed3023ae1afe861f533570be881a03b10fc860,titan087/OpenLlama13B-Guanaco
?,"<a target=""_blank"" href=""https://huggingface.co/chavinlo/alpaca-native"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">chavinlo/alpaca-native</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_chavinlo__alpaca-native"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",41.96,52.3,77.09,41.6,37.58,69.46,1.44,14.23,,LlamaForCausalLM,torch.float16,?,6.61,249.0,True,cc7773cac2478231807c56ef2f02292d98f85cf5,chavinlo/alpaca-native
🔶,"<a target=""_blank"" href=""https://huggingface.co/jerryjalapeno/nart-100k-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jerryjalapeno/nart-100k-7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jerryjalapeno__nart-100k-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",41.91,54.1,78.47,34.98,36.74,70.48,3.56,15.02,fine-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-nd-4.0,6.61,13.0,True,50e61b8e6cc17cb3fbcb490fe3dc7e2c8b248378,jerryjalapeno/nart-100k-7b
🔶,"<a target=""_blank"" href=""https://huggingface.co/ehartford/WizardLM-7B-Uncensored"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ehartford/WizardLM-7B-Uncensored</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ehartford__WizardLM-7B-Uncensored"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",41.9,47.87,73.08,35.42,41.49,68.43,3.26,23.76,fine-tuned,LlamaForCausalLM,torch.float16,other,6.61,339.0,True,14c23f9fa775ab5ce49010418f00df06d92b0b13,ehartford/WizardLM-7B-Uncensored
🔶,"<a target=""_blank"" href=""https://huggingface.co/ehartford/dolphin-llama2-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ehartford/dolphin-llama2-7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ehartford__dolphin-llama2-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",41.88,46.59,67.52,48.37,49.72,63.77,5.69,11.53,fine-tuned,LlamaForCausalLM,torch.float16,llama2,6.61,64.0,True,85aa4f67191fd016ab7ea8c389fddb5d9e5a9a52,ehartford/dolphin-llama2-7b
🔶,"<a target=""_blank"" href=""https://huggingface.co/DevaMalla/llama_7b_qlora_pds-eval"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">DevaMalla/llama_7b_qlora_pds-eval</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_DevaMalla__llama_7b_qlora_pds-eval"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",41.87,53.92,78.13,32.98,45.6,72.61,4.17,5.66,fine-tuned,?,torch.bfloat16,?,7.0,0.0,False,d20419e1d9e9a6a59ced3edf5169e8e7b3e8394c,DevaMalla/llama_7b_qlora_pds-eval
🔶,"<a target=""_blank"" href=""https://huggingface.co/golaxy/goims"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">golaxy/goims</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_golaxy__goims"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",41.85,49.49,72.67,43.85,44.8,69.69,6.29,6.18,fine-tuned,LlamaForCausalLM,torch.float16,apache-2.0,6.76,0.0,True,9ef1045ca31f670d9cbf820af904b33a097cd787,golaxy/goims
🔶,"<a target=""_blank"" href=""https://huggingface.co/mosaicml/mpt-7b-8k-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">mosaicml/mpt-7b-8k-chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_mosaicml__mpt-7b-8k-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",41.8,48.04,77.62,41.88,43.68,71.03,4.4,5.91,fine-tuned,MPTForCausalLM,torch.float16,cc-by-nc-sa-4.0,6.65,26.0,True,ef97b878a279cd1765fbed7b8321fb3cff1aa5b5,mosaicml/mpt-7b-8k-chat
🔶,"<a target=""_blank"" href=""https://huggingface.co/WeOpenML/Alpaca-7B-v1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">WeOpenML/Alpaca-7B-v1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_WeOpenML__Alpaca-7B-v1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",41.79,49.06,75.71,33.76,36.28,71.51,0.15,26.04,fine-tuned,LlamaForCausalLM,torch.float16,?,6.61,0.0,True,be5cb84a84a859dd6e5e3efc4648d6d5d1a5d188,WeOpenML/Alpaca-7B-v1
